Year,Region,Industry_Sector,CO2_Emissions_Metric_Tons,Methane_Emissions_Metric_Tons,Nitrous_Oxide_Emissions_Metric_Tons,Total_Energy_Consumption_MWh,Renewable_Energy_Consumption_MWh,Non_Renewable_Energy_Consumption_MWh,Total_Waste_Generated_Tons,Recycling_Rate_Percentage,CO2_Reduction_Target_Achieved_Percentage,Renewable_Energy_Goal_Achieved_Percentage,Waste_Reduction_Target_Achieved_Percentage
2008,South America,Transportation,2269535,19171,6588,923341,365073,684089,10511,73,29,23,27
2022,Asia,Manufacturing,1715368,7510,13069,786358,122460,390785,29441,63,16,17,20
2014,North America,Energy,2682422,51381,15999,534712,102307,371094,29923,84,42,20,30
2002,Africa,Energy,2622184,51295,16869,524052,237293,616317,39649,78,40,10,11
2011,South America,Energy,2473023,41565,14323,595465,300936,488221,15918,70,16,31,34
2009,South America,Retail,1950932,39854,15028,642823,361251,650471,28208,55,39,10,15
2010,Oceania,Transportation,2177473,40170,9119,1197127,338505,101041,24060,57,5,30,24
2014,South America,Manufacturing,2654645,41105,16380,437603,78504,857909,25162,85,9,24,27
2011,Asia,Transportation,1786130,79717,15715,839836,171223,473924,27058,60,22,11,30
2012,Asia,Retail,2558555,87310,20858,1060803,326460,803071,31618,42,30,29,15
2013,South America,Energy,899822,58063,13205,417846,308931,356948,22269,43,48,13,15
2017,Oceania,Transportation,1473055,47130,24195,495400,129531,611406,26612,49,42,11,10
2003,Africa,Transportation,1710098,59351,10784,617559,314587,800126,33250,55,25,27,33
2000,Europe,Construction,1409770,101818,15548,649205,267651,827747,10612,54,43,13,20
2005,Oceania,Retail,2941391,58252,7993,854341,49344,859493,14880,51,30,16,14
2017,Asia,Energy,2801680,59701,19981,773485,138048,334655,18741,81,20,19,28
2005,Asia,Manufacturing,1586821,46183,19329,654272,79328,635569,22258,72,16,35,29
2012,Africa,Energy,1580887,64039,11674,855780,182358,484564,37783,46,39,10,22
2000,Europe,Retail,1924112,54089,17412,498367,128461,448658,11562,49,40,29,28
2003,Asia,Energy,724129,63788,8822,580098,312977,722696,18367,46,26,33,33
2010,Oceania,Manufacturing,1520320,63953,16154,378685,323570,538658,7486,77,25,20,28
2005,Asia,Retail,1900907,31890,7883,855342,244601,450945,21620,60,6,17,26
2004,North America,Construction,1865648,50958,13239,544554,150923,706904,33439,68,19,35,25
2017,Europe,Energy,1684585,49022,16609,607249,255754,414837,2277,46,44,24,28
2011,Asia,Agriculture,1429024,28145,14390,763752,136986,576923,29676,76,22,29,16
2013,North America,Energy,1148939,73234,19983,776471,293317,144058,6166,67,45,37,14
2018,Oceania,Retail,1263020,40984,14902,757195,134208,689472,12755,76,17,29,31
2009,South America,Construction,2156904,52895,12064,140551,279484,424587,17834,85,21,28,24
2010,South America,Transportation,1110044,73935,5955,803656,307519,480124,21345,64,39,34,13
2021,South America,Manufacturing,1445898,60682,16055,575995,161480,567273,18796,87,40,38,11
2000,South America,Manufacturing,2852260,41321,10922,530831,229078,439247,34437,68,12,27,33
2018,Asia,Agriculture,1587960,28668,12808,699199,260212,496171,31593,93,42,38,12
2008,South America,Manufacturing,2312973,43279,19363,1127388,200704,541005,30453,57,28,30,34
2013,Oceania,Manufacturing,2439311,28116,21559,585547,219005,719128,27031,80,18,32,14
2010,Oceania,Energy,2324046,28183,20131,670048,187850,595380,13632,93,12,21,26
2010,Africa,Transportation,95545,77263,4379,767272,224890,636139,13519,91,14,24,21
2002,Oceania,Agriculture,2396270,35757,14930,599528,204509,264373,31402,85,43,16,31
2021,Africa,Agriculture,3118318,89366,19658,610461,89823,648919,22768,48,39,16,17
2018,Oceania,Retail,659926,31580,15022,986349,183503,740685,36577,43,8,18,12
2021,South America,Retail,2333196,38056,20688,843212,198253,418447,20472,43,10,31,29
2014,Oceania,Agriculture,1297122,4555,5711,1020663,240639,842517,29670,67,18,25,21
2017,Oceania,Transportation,1633255,34269,12579,594548,287259,452553,37910,46,26,30,18
2021,Asia,Energy,1829261,13509,18320,579879,174772,160567,26304,90,40,23,11
2020,Africa,Manufacturing,1625685,57624,26168,735057,242362,443764,27949,53,46,34,10
2021,North America,Energy,2196459,34481,21112,937560,221219,428175,28035,50,46,23,13
2022,Oceania,Manufacturing,2126120,12901,14293,1031224,251234,643164,23255,62,20,18,12
2007,Africa,Transportation,2586093,42805,21222,1061943,142527,362705,39418,73,31,14,11
2005,Europe,Manufacturing,2942044,70797,15980,677713,110224,503465,8621,53,23,14,27
2011,Europe,Retail,2588417,108745,14348,342157,298381,1125949,19740,84,9,12,19
2007,South America,Transportation,2572690,68454,24044,753151,251960,700469,29093,59,5,13,24
2010,North America,Transportation,864597,72384,12468,617682,48334,231154,14937,91,20,23,18
2001,Europe,Manufacturing,1206670,36294,14939,759153,217165,370310,21840,65,49,23,13
2004,Asia,Transportation,2102316,69117,12444,1042624,228044,224433,15025,94,10,13,22
2009,Oceania,Construction,2200760,37903,13879,871870,293647,610017,12718,45,38,13,28
2011,South America,Agriculture,1995232,66563,14330,416645,90507,410493,12849,82,20,15,26
2010,South America,Construction,2445156,68338,13336,892976,202770,535700,26653,60,27,13,14
2013,Asia,Retail,2200420,41335,20149,891978,229372,247378,28190,75,12,36,20
2000,Asia,Retail,2697191,36515,17999,1193057,228183,295050,35625,56,28,22,20
2002,Oceania,Agriculture,2444700,80147,15440,741980,129206,575730,37138,90,39,21,21
2009,Oceania,Agriculture,1711700,77972,16205,705822,200750,727462,20685,63,47,31,34
2013,North America,Retail,3105513,33377,17463,390953,133690,162203,27068,51,11,33,34
2009,Asia,Energy,2724749,49162,12800,689177,255563,475120,19867,89,14,17,23
2001,Asia,Retail,1956923,53713,14023,597791,225418,513524,25883,64,37,15,20
2008,South America,Retail,2430395,44874,5182,317763,130729,530110,29929,56,48,31,26
2003,Asia,Retail,1864436,29062,5623,1092519,223601,346187,682,57,48,10,25
2022,Europe,Transportation,3051556,40866,19029,129364,261838,361370,26250,66,46,10,22
2019,Africa,Transportation,3759231,16242,17302,690997,150526,415537,25940,56,28,13,14
2001,Europe,Manufacturing,2290763,34746,16670,1163940,196744,572791,14584,46,15,17,13
2010,North America,Construction,1358587,70231,7572,457792,135992,684410,30669,58,8,36,22
2022,Africa,Retail,2433032,60508,20769,302529,226972,423040,29329,85,11,18,14
2020,Africa,Energy,1076194,44831,15558,1120353,174558,706475,35806,57,7,39,27
2022,Africa,Energy,1677501,43160,9418,594831,192634,480851,3373,77,5,24,19
2004,Asia,Manufacturing,2131370,47370,20018,484802,254818,708546,28240,60,9,15,25
2004,Asia,Energy,3052124,42976,18813,690195,242199,487031,32837,66,22,23,29
2005,North America,Construction,2780705,61364,7207,706326,227440,517404,36830,89,8,24,17
2013,Europe,Retail,870159,53668,6398,922652,202752,706573,26595,65,25,22,34
2005,Asia,Transportation,1846399,18258,25503,747130,223573,606448,44670,48,9,36,32
2003,Africa,Transportation,3201152,50671,12838,513182,188134,168570,20387,91,39,25,28
2002,Europe,Transportation,3468427,52125,20575,1231357,143688,450950,11269,81,28,27,16
2014,Africa,Manufacturing,175233,36101,15128,627713,181947,223890,23934,56,36,19,27
2009,Africa,Energy,1440498,30652,21330,942607,273277,278475,25612,41,35,10,18
2009,Oceania,Agriculture,1387427,19680,19154,1100503,124961,821960,35588,52,29,30,34
2011,South America,Manufacturing,2044262,59243,22971,212327,196582,538514,21098,86,28,28,17
2022,Asia,Construction,1039932,49426,26734,1017956,237797,437666,14890,43,31,39,24
2020,Europe,Agriculture,3184270,54909,21403,720846,348802,520372,40018,75,29,13,22
2013,Oceania,Transportation,2764819,58177,15500,832545,163428,501586,11999,76,18,31,10
2019,Africa,Manufacturing,2279157,97544,13673,975434,170868,303287,18057,46,33,30,18
2019,Africa,Retail,2609429,44574,16320,943243,66363,403866,40656,71,41,16,16
2008,Asia,Construction,1959974,42619,16056,501460,182694,315034,35156,77,25,24,15
2021,Oceania,Construction,1705469,34598,21520,561023,293112,506154,35474,83,30,11,31
2022,Oceania,Manufacturing,2410637,57124,10708,461612,240317,546719,12771,81,27,23,10
2004,North America,Energy,1340083,63807,10255,725142,320802,447058,24551,58,26,20,32
2003,Oceania,Construction,1519484,81201,24106,415131,52266,466109,20376,61,43,37,30
2005,South America,Agriculture,2111238,47465,19002,876482,248783,515101,17461,82,29,11,18
2007,Oceania,Construction,3081530,43878,8495,1023366,211993,449453,31132,57,23,31,31
2010,Europe,Energy,1480112,63453,10398,629202,95609,583799,28941,81,44,24,25
2015,Oceania,Agriculture,2275789,66915,16985,570179,210114,921401,35634,74,24,19,19
2017,Africa,Transportation,1976658,41847,19742,1262266,147075,514483,23716,90,25,32,26
2006,Oceania,Retail,1682731,32805,2829,442168,231861,549224,31102,52,17,28,25
2005,Africa,Energy,1216590,48848,11118,451348,240993,454927,25861,42,33,30,18
2007,Africa,Agriculture,424673,42289,14357,717901,276766,710723,32530,42,39,22,13
2000,South America,Agriculture,687206,34864,18285,965758,247568,261956,39371,74,45,19,16
2017,Oceania,Construction,2549176,54609,9422,802357,336277,427245,26012,53,48,25,18
2017,South America,Transportation,2256359,19467,14190,425869,212382,526555,25884,58,13,26,21
2005,North America,Construction,387389,83775,13225,623094,139982,381904,22937,73,25,16,14
2003,South America,Agriculture,2575607,26798,17026,371276,103969,486980,21422,59,37,12,33
2011,Africa,Energy,3594647,79825,7517,765212,31151,566061,-2711,51,35,25,26
2016,South America,Manufacturing,2883006,8509,18199,465688,348382,532340,39590,91,11,29,12
2009,South America,Agriculture,2432039,39304,16503,471440,227354,492537,34282,80,19,28,18
2010,Oceania,Construction,2695476,30027,24154,329303,167770,311667,12088,48,27,23,26
2013,Africa,Energy,1285979,59394,10572,803938,293277,335297,22299,49,10,23,21
2011,North America,Construction,2196727,84451,16753,832709,68061,863946,11430,71,25,24,30
2014,Oceania,Energy,1457583,21318,19619,1134457,139765,633695,18102,41,49,29,29
2012,Asia,Manufacturing,2438524,45208,13454,855605,220642,465523,39762,77,32,25,27
2020,Europe,Manufacturing,3118651,49941,11199,1091953,173660,455221,9102,68,34,22,28
2022,Oceania,Manufacturing,2105730,32927,29464,659380,283920,416346,17574,82,28,19,13
2017,Europe,Manufacturing,1559591,41459,17196,55788,79406,620190,29029,48,12,12,26
2012,Europe,Retail,1672823,42791,23363,584704,301190,491299,12866,42,25,33,16
2007,Asia,Transportation,1698292,68310,12441,648827,112886,321154,9984,71,22,19,17
2015,Oceania,Transportation,1663240,36396,8244,505946,313673,367478,33758,82,42,21,28
2004,Africa,Energy,1919623,65490,20113,859175,120863,399696,34478,62,33,33,32
2009,Europe,Agriculture,2860776,63658,12982,554659,191554,487379,28278,88,44,29,16
2011,Africa,Retail,1442134,53519,30503,624405,234642,526927,40506,92,8,17,22
2006,North America,Energy,2544230,62299,14216,887964,178310,519733,37020,58,38,22,16
2008,South America,Construction,1580945,36888,20409,637060,167184,454467,32995,90,45,20,18
2001,Oceania,Energy,2456584,56897,14942,1209222,150875,441792,18563,76,42,37,23
2013,Europe,Energy,2325073,68204,-853,542454,241311,446831,18025,55,6,16,32
2004,Africa,Energy,2761305,53639,14682,606559,255890,613361,20565,89,28,38,25
2020,Africa,Retail,2005609,26794,15481,865634,178069,601978,15362,40,33,38,26
2017,South America,Agriculture,2131668,44418,6237,480399,162338,647172,20183,59,18,10,21
2017,North America,Transportation,2290046,59669,6483,677327,187412,638057,27809,67,40,10,14
2018,Asia,Energy,2273697,16811,18226,774530,138503,689964,21947,89,5,35,11
2016,Africa,Construction,922967,42948,20575,751864,253173,673064,13202,71,9,13,33
2015,South America,Retail,2057959,80422,13217,670226,277792,788335,28405,57,7,16,23
2010,Africa,Retail,2060320,94846,18370,164354,175956,502289,25300,71,10,10,21
2022,Oceania,Retail,2176045,62211,13308,813870,241262,343992,33775,62,45,20,31
2005,North America,Energy,3292686,36189,17132,541663,224835,756046,17736,42,49,29,15
2020,Asia,Construction,1947256,43535,24866,923570,145749,397714,24980,93,11,24,10
2021,South America,Manufacturing,2937923,37012,16330,759374,256950,467077,14970,72,22,16,26
2012,Africa,Construction,3868396,27403,11588,944458,262776,530665,33253,81,23,14,18
2020,Europe,Transportation,2992451,78860,14249,1045365,94394,588795,-4224,47,26,23,19
2005,Oceania,Construction,1985491,53724,8346,656787,243499,359891,24164,89,25,20,23
2000,Asia,Transportation,2948454,53195,10021,1216752,254713,423446,19714,45,35,12,15
2022,Africa,Construction,1893249,65509,17365,519318,192819,619332,19347,40,12,13,10
2001,Asia,Energy,2730799,28516,12108,493855,150695,655177,24033,80,22,29,31
2009,South America,Construction,2627662,46897,18953,971105,149882,510143,28917,88,36,33,31
2011,Oceania,Agriculture,1403409,56983,8711,625884,153068,540951,35379,93,41,11,12
2020,South America,Manufacturing,2197025,57019,20972,540654,244168,76097,34164,61,8,10,23
2015,Africa,Retail,1337552,46074,19336,650397,229924,416300,21005,94,35,37,14
2001,Oceania,Manufacturing,1510031,41367,11571,444675,285011,773094,22901,68,44,35,23
2005,Oceania,Energy,1707374,68154,12096,899052,296270,685336,37561,93,38,18,16
2001,North America,Energy,1200422,49945,17128,357196,342994,349682,23930,82,37,18,19
2014,Oceania,Manufacturing,2981284,53167,16409,400205,164555,515434,13799,66,12,31,20
2021,Asia,Transportation,2780651,27828,8943,516632,251010,578663,29949,82,20,13,33
2016,Oceania,Construction,3190895,32507,16681,789383,130652,988852,6540,87,46,12,23
2020,Africa,Manufacturing,1509352,56339,27211,741571,323736,371732,9172,62,23,13,17
2017,Asia,Construction,1598167,57689,2368,248411,79255,274723,21277,66,43,20,30
2018,Oceania,Retail,2091187,61351,11758,234432,251945,291072,27799,51,9,20,15
2022,North America,Agriculture,2675372,66603,16685,967889,210067,562623,12761,40,23,11,29
2012,Africa,Manufacturing,3025863,18718,23649,680126,190521,579806,35025,76,19,19,28
2016,Europe,Transportation,3047865,61035,15281,691192,133015,347459,21210,61,9,26,10
2005,South America,Manufacturing,2493722,46608,11941,821295,92257,127906,21830,79,34,23,33
2006,South America,Construction,1980445,70559,13334,488702,240086,364725,33553,77,24,15,20
2013,Africa,Agriculture,2399997,60230,23224,801034,183711,724355,16802,76,21,33,30
2003,Europe,Energy,1329838,39534,14967,999050,269176,454000,18639,61,7,15,30
2000,South America,Energy,3189694,60704,10587,947045,268554,610587,41124,85,30,38,15
2004,Asia,Manufacturing,1920592,69680,17539,845547,133823,729219,19478,58,28,36,31
2014,North America,Manufacturing,3094788,26432,12962,687747,261108,510361,25593,83,25,11,26
2007,South America,Construction,1176002,57892,20050,705681,247747,717964,31176,50,45,39,27
2013,South America,Transportation,3791369,36663,4690,835471,210302,963000,37057,46,9,34,22
2006,Asia,Energy,2963590,59859,10168,701464,254438,736328,43145,55,15,20,10
2000,Asia,Manufacturing,2135548,41914,12912,650074,269577,590927,16329,59,42,30,33
2010,Europe,Energy,3452900,47699,9954,557652,213283,665262,49844,78,34,20,30
2000,North America,Manufacturing,420072,31910,11919,931451,155417,605089,31946,64,18,28,32
2004,Asia,Manufacturing,3140591,47804,7705,1225585,142096,186425,38758,76,24,38,18
2007,Oceania,Retail,436803,41527,9993,689787,145029,168917,26847,48,44,39,24
2021,Oceania,Transportation,1527108,37868,17340,878389,185242,325265,29624,84,22,29,28
2009,South America,Transportation,2058794,73729,21275,784342,390898,448968,11650,56,7,22,11
2008,Oceania,Manufacturing,1116778,75298,23855,803632,73943,251590,21183,79,7,15,33
2000,South America,Retail,2497495,85839,23994,860488,203454,488275,22144,53,5,34,31
2011,Asia,Manufacturing,1517728,64148,10182,974309,427216,282562,23065,94,34,22,33
2017,Europe,Retail,1894789,54219,14823,466731,287007,734207,20758,83,14,35,22
2005,Africa,Construction,1842734,44592,9949,541087,149391,417413,25426,68,32,37,14
2019,Africa,Agriculture,2264262,41070,16535,1005849,166472,357804,30234,84,16,30,11
2000,Oceania,Agriculture,3611014,42414,15829,1066528,132888,882961,21021,42,5,18,10
2006,South America,Energy,1569803,52135,21339,751499,204282,340994,37496,68,23,20,15
2010,Asia,Energy,2002377,41123,14497,786033,144177,653953,12630,91,19,21,21
2005,Oceania,Manufacturing,4240676,50755,12182,648584,266419,437104,27299,93,24,11,10
2001,North America,Energy,969140,60204,10861,519977,94655,631898,15214,73,34,17,27
2003,Oceania,Construction,1871185,36159,19499,737580,107270,621881,29941,66,22,38,24
2001,Europe,Construction,659390,59891,14322,796572,240103,655363,18692,60,40,37,17
2009,Europe,Transportation,1570341,18576,19561,1319307,197487,338799,9630,84,19,29,15
2011,North America,Manufacturing,1844933,55769,15075,259613,108976,636744,6049,71,48,13,24
2000,Africa,Manufacturing,1642792,30714,21303,716793,178684,687360,34684,85,11,20,33
2020,Africa,Retail,2404033,61668,5321,458691,99357,430503,13666,70,40,27,21
2015,North America,Agriculture,1785981,61089,20591,936355,275966,869447,38888,62,21,38,29
2006,Oceania,Construction,2208308,53566,10064,1122113,121285,854991,29737,84,25,27,21
2022,Europe,Transportation,2863965,39157,18185,813338,145174,429363,19322,66,35,39,34
2007,Asia,Agriculture,2168526,27782,16809,738838,168299,476804,41207,87,38,30,33
2007,Asia,Agriculture,3308499,55251,9924,1044008,188040,763228,10850,51,28,23,11
2018,Europe,Manufacturing,2339258,49576,5193,674064,-15308,468289,25663,48,22,13,12
